PID,DEPT,GRAYEAR,YEAR,TERM,DIV,SUBJ,SCORE_NUM,SCORE_STR,EMP,MM_all_subj,MM_per_subj
10279,무역학과,202302,2020,10,전필,무역상품론,4.0,A0,1,0.8571,0.8333
10280,무역학과,202302,2020,20,전선,거시경제학,4.0,A0,1,0.8571,0.75
10281,무역학과,202302,2020,20,전선,디지털무역,4.0,A0,1,0.8571,0.6667
10282,무역학과,202302,2020,20,전선,무역과법규,3.5,B+,1,0.7143,0.5
10283,무역학과,202302,2020,20,전선,무역마케팅,4.0,A0,1,0.8571,0.8571
10284,무역학과,202302,2020,20,전필,무역영어,2.5,C+,1,0.4286,0.4286
10285,무역학과,202302,2021,10,전선,FTA활용연계실습,4.5,A+,1,1.0,1.0
10286,무역학과,202302,2021,10,전선,GTEP지역특화과정,4.5,A+,1,1.0,1.0
10287,무역학과,202302,2021,10,전선,무역결제와외환,4.0,A0,1,0.8571,0.8333
10288,무역학과,202302,2021,10,전선,무역계약론,4.5,A+,1,1.0,1.0
10289,무역학과,202302,2021,10,전필,국제물류론,4.5,A+,1,1.0,1.0
10290,무역학과,202302,2021,20,전선,FTA와경제통합,3.5,B+,1,0.7143,0.6
10291,무역학과,202302,2021,20,전선,FTA활용실습세미나,4.5,A+,1,1.0,1.0
10292,무역학과,202302,2021,20,전선,GTEP무역현장마케팅실습1,4.5,A+,1,1.0,1.0
10293,무역학과,202302,2021,20,전선,관세론,3.5,B+,1,0.7143,0.5
10294,무역학과,202302,2021,20,전선,국제운송론,2.5,C+,1,0.4286,0.2
10295,무역학과,202302,2021,40,전선,현장실습,4.5,A+,1,1.0,1.0
10296,무역학과,202302,2022,10,전선,무역보험론,3.0,B0,1,0.5714,0.5
10297,무역학과,202302,2022,10,전필,국제상무론,4.0,A0,1,0.8571,0.8333
10298,무역학과,202302,2022,20,전선,경제ㆍ무역원어사례연구,3.5,B+,1,0.7143,0.0
10299,무역학과,202302,2022,20,전선,국제협상론,3.5,B+,1,0.7143,0.5
10300,무역학과,202302,2017,10,전선,무역·경제의이해,4.5,A+,1,1.0,1.0
10301,무역학과,202302,2017,10,전선,문화로풀어보는무역,4.0,A0,1,0.8571,0.8
10302,무역학과,202302,2017,20,전선,무역창업과진로,4.0,A0,1,0.8571,0.8333
10303,무역학과,202302,2017,20,전선,무역학원론,2.5,C+,1,0.4286,0.3333
10304,무역학과,202302,2017,20,전선,해외시장과상관습,3.5,B+,1,0.7143,0.6667
10305,무역학과,202302,2018,10,전선,글로벌기업론,4.0,A0,1,0.8571,0.8333
10306,무역학과,202302,2018,10,전선,한국무역론,3.5,B+,1,0.7143,0.7143
10307,무역학과,202302,2018,10,전필,국제상무론,3.5,B+,1,0.7143,0.6667
10308,무역학과,202302,2018,10,전필,무역상품론,3.0,B0,1,0.5714,0.5
10309,무역학과,202302,2018,20,전선,거시경제학,3.5,B+,1,0.7143,0.5
10310,무역학과,202302,2018,20,전선,무역과법규,4.5,A+,1,1.0,1.0
10311,무역학과,202302,2018,20,전선,무역마케팅,3.5,B+,1,0.7143,0.7143
10312,무역학과,202302,2018,20,전선,전자무역,3.5,B+,1,0.7143,0.7143
10313,무역학과,202302,2019,10,전선,무역결제와외환,3.5,B+,1,0.7143,0.6667
10314,무역학과,202302,2019,10,전선,무역계약론,3.5,B+,1,0.7143,0.6667
10315,무역학과,202302,2019,10,전필,국제무역론,3.5,B+,1,0.7143,0.6667
10316,무역학과,202302,2019,10,전필,국제물류론,4.5,A+,1,1.0,1.0
10317,무역학과,202302,2019,20,전선,FTA와경제통합,3.0,B0,1,0.5714,0.4
10318,무역학과,202302,2019,20,전선,국제운송론,3.5,B+,1,0.7143,0.6
10319,무역학과,202302,2019,20,전선,무역정책,3.5,B+,1,0.7143,0.5
10320,무역학과,202302,2021,10,전선,FTA활용연계실습,4.5,A+,1,1.0,1.0
10321,무역학과,202302,2021,10,전선,GTEP지역특화과정,4.5,A+,1,1.0,1.0
10322,무역학과,202302,2021,10,전선,미시경제학,4.5,A+,1,1.0,1.0
10323,무역학과,202302,2021,10,전선,시사경제ㆍ무역,4.5,A+,1,1.0,1.0
10324,무역학과,202302,2021,20,전선,GTEP무역현장마케팅실습1,4.5,A+,1,1.0,1.0
10325,무역학과,202302,2021,30,전선,현장실습,4.5,A+,1,1.0,1.0
10326,무역학과,202302,2017,10,전선,무역·경제의이해,3.0,B0,1,0.5714,0.4
10327,무역학과,202302,2017,20,전선,무역창업과진로,2.0,C0,1,0.2857,0.1667
10328,무역학과,202302,2017,20,전선,무역학원론,3.5,B+,1,0.7143,0.6667
10329,무역학과,202302,2017,20,전선,해외시장과상관습,2.5,C+,1,0.4286,0.3333
10330,무역학과,202302,2020,10,전선,글로벌기업론,3.5,B+,1,0.7143,0.6667
10331,무역학과,202302,2020,10,전선,한국무역론,3.0,B0,1,0.5714,0.5714
10332,무역학과,202302,2020,10,전필,국제상무론,4.5,A+,1,1.0,1.0
10333,무역학과,202302,2020,10,전필,무역상품론,3.5,B+,1,0.7143,0.6667
10334,무역학과,202302,2020,20,전선,디지털무역,4.0,A0,1,0.8571,0.6667
10335,무역학과,202302,2020,20,전선,무역과법규,3.0,B0,1,0.5714,0.25
10336,무역학과,202302,2020,20,전선,무역마케팅,4.0,A0,1,0.8571,0.8571
10337,무역학과,202302,2021,10,전선,무역계약론,3.0,B0,1,0.5714,0.5
10338,무역학과,202302,2021,10,전필,국제무역론,3.0,B0,1,0.5714,0.5
10339,무역학과,202302,2021,10,전필,국제물류론,3.5,B+,1,0.7143,0.6667
10340,무역학과,202302,2021,20,전선,FTA와경제통합,3.5,B+,1,0.7143,0.6
10341,무역학과,202302,2021,20,전선,관세론,3.5,B+,1,0.7143,0.5
10342,무역학과,202302,2021,20,전선,국제금융론,3.0,B0,1,0.5714,0.4
10343,무역학과,202302,2021,20,전선,국제운송론,3.5,B+,1,0.7143,0.6
10344,무역학과,202302,2022,10,전선,GTEP지역특화과정,4.5,A+,1,1.0,1.0
10345,무역학과,202302,2022,10,전선,국제통상론,3.0,B0,1,0.5714,0.5
10346,무역학과,202302,2022,10,전선,무역결제와외환,2.5,C+,1,0.4286,0.3333
10347,무역학과,202302,2022,10,전선,무역보험론,3.5,B+,1,0.7143,1.0
10348,무역학과,202302,2022,10,전선,시사경제ㆍ무역,3.0,B0,1,0.5714,0.0
10349,무역학과,202302,2022,20,전선,GTEP무역현장마케팅실습1,4.5,A+,1,1.0,1.0
10350,무역학과,202302,2022,30,전선,FTA활용비즈니스기초실습,4.5,A+,1,1.0,1.0
10351,무역학과,202302,2022,30,전선,실무역량강화실습,4.5,A+,1,1.0,1.0
10352,무역학과,202302,2022,40,전선,FTA활용비즈니스응용실습,4.5,A+,1,1.0,1.0
10353,공예디자인전공,202302,2021,10,전선,CAD의기초,3.5,B+,1,0.7143,0.6
10354,공예디자인전공,202302,2021,10,전선,도자·유리장식디자인1,4.0,A0,1,0.8571,0.5
10355,공예디자인전공,202302,2021,10,전선,도자리빙디자인1,4.5,A+,1,1.0,1.0
10356,공예디자인전공,202302,2021,10,전선,라이노3D모델링,4.5,A+,1,1.0,1.0
10357,공예디자인전공,202302,2021,10,전선,스튜디오사진기법,4.0,A0,1,0.8571,0.75
10358,공예디자인전공,202302,2021,10,전선,창업과마케팅1,4.5,A+,1,1.0,1.0
10359,공예디자인전공,202302,2021,10,전선,취·창업을위한캡스톤디자인1,4.5,A+,1,1.0,1.0
10360,공예디자인전공,202302,2021,20,전선,도자리빙디자인2,4.0,A0,1,0.8571,0.8333
10361,공예디자인전공,202302,2021,20,전선,디자인의이해,3.5,B+,1,0.7143,0.5
10362,공예디자인전공,202302,2021,20,전선,디지털2D디자인2,2.5,C+,1,0.4286,0.0
10363,공예디자인전공,202302,2021,20,전선,라이노모델링과3D프린팅,2.5,C+,1,0.4286,0.3333
10364,공예디자인전공,202302,2021,20,전선,재료와표현,3.5,B+,1,0.7143,1.0
10365,공예디자인전공,202302,2021,20,전선,지브러쉬3D모델링2,2.5,C+,1,0.4286,0.0
10366,공예디자인전공,202302,2021,20,전선,창업과마케팅2,3.5,B+,1,0.7143,0.5
10367,공예디자인전공,202302,2021,20,전선,취·창업을위한캡스톤디자인2,4.0,A0,1,0.8571,0.5
10368,공예디자인전공,202302,2022,10,전선,금속·옻칠트렌드디자인1,4.5,A+,1,1.0,1.0
10369,공예디자인전공,202302,2022,10,전선,기초평면디자인,4.5,A+,1,1.0,1.0
10370,공예디자인전공,202302,2022,10,전선,디지털2D디자인1,4.0,A0,1,0.8571,0.5
10371,공예디자인전공,202302,2022,10,전선,문화상품디자인금속·옻칠1,4.0,A0,1,0.8571,0.0
10372,공예디자인전공,202302,2022,10,전선,취업포트폴리오제작1,3.5,B+,1,0.7143,0.0
10373,공예디자인전공,202302,2022,20,전선,3D렌더링과프린팅2,2.5,C+,1,0.4286,0.0
10374,공예디자인전공,202302,2022,20,전선,CAD의활용,3.0,B0,1,0.5714,0.4
10375,공예디자인전공,202302,2022,20,전선,금속·옻칠리빙디자인2,3.5,B+,1,0.7143,1.0
10376,공예디자인전공,202302,2022,20,전선,금속·옻칠트렌드디자인2,4.0,A0,1,0.8571,0.5
10377,공예디자인전공,202302,2022,20,전선,디자인조형원리와구상,3.5,B+,1,0.7143,0.5
10378,공예디자인전공,202302,2022,20,전선,문화상품디자인금속·옻칠2,4.0,A0,1,0.8571,0.5
10379,공예디자인전공,202302,2022,20,전선,취업포트폴리오제작2,4.5,A+,1,1.0,1.0
10380,무역학과,202208,2017,10,전선,무역·경제의이해,3.0,B0,1,0.5714,0.4
10381,무역학과,202208,2017,10,전선,문화로풀어보는무역,2.0,C0,1,0.2857,0.0
10382,무역학과,202208,2017,20,전선,무역창업과진로,2.0,C0,1,0.2857,0.1667
10383,무역학과,202208,2017,20,전선,무역학원론,2.5,C+,1,0.4286,0.3333
10384,무역학과,202208,2017,20,전선,해외시장과상관습,2.5,C+,1,0.4286,0.3333
10385,무역학과,202208,2018,10,전선,글로벌기업론,2.0,C0,1,0.2857,0.1667
10386,무역학과,202208,2018,10,전필,국제상무론,2.5,C+,1,0.4286,0.3333
10387,무역학과,202208,2018,10,전필,무역상품론,2.0,C0,1,0.2857,0.1667
10388,무역학과,202208,2018,20,전선,무역과법규,2.5,C+,1,0.4286,0.0
10389,무역학과,202208,2018,20,전선,전자무역,1.5,D+,1,0.1429,0.1429
10390,무역학과,202208,2018,20,전필,무역영어,2.0,C0,1,0.2857,0.2857
10391,무역학과,202208,2019,10,전선,무역결제와외환,2.5,C+,1,0.4286,0.3333
10392,무역학과,202208,2019,10,전선,한국무역론,1.0,D0,1,0.0,0.0
10393,무역학과,202208,2019,10,전필,국제무역론,2.5,C+,1,0.4286,0.3333
10394,무역학과,202208,2019,10,전필,국제물류론,2.0,C0,1,0.2857,0.1667
10395,무역학과,202208,2019,20,전선,관세론,2.5,C+,1,0.4286,0.0
10396,무역학과,202208,2019,20,전선,국제금융론,2.0,C0,1,0.2857,0.0
10397,무역학과,202208,2019,20,전선,국제운송론,2.0,C0,1,0.2857,0.0
10398,무역학과,202208,2021,10,전선,국제통상론,2.5,C+,1,0.4286,0.25
10399,무역학과,202208,2021,10,전선,무역보험론,3.0,B0,1,0.5714,0.5
10400,무역학과,202208,2021,20,전선,무역마케팅,2.0,C0,1,0.2857,0.2857
10401,무역학과,202302,2017,10,전선,무역·경제의이해,3.0,B0,1,0.5714,0.4
10402,무역학과,202302,2017,10,전선,문화로풀어보는무역,3.5,B+,1,0.7143,0.6
10403,무역학과,202302,2017,20,전선,무역창업과진로,2.0,C0,1,0.2857,0.1667
10404,무역학과,202302,2017,20,전선,무역학원론,2.0,C0,1,0.2857,0.1667
10405,무역학과,202302,2020,10,전선,글로벌기업론,3.5,B+,1,0.7143,0.6667
10406,무역학과,202302,2020,10,전선,미시경제학,3.0,B0,1,0.5714,0.4
10407,무역학과,202302,2020,10,전선,한국무역론,4.5,A+,1,1.0,1.0
10408,무역학과,202302,2020,10,전필,국제상무론,4.0,A0,1,0.8571,0.8333
10409,무역학과,202302,2020,10,전필,무역상품론,4.0,A0,1,0.8571,0.8333
10410,무역학과,202302,2020,20,전선,디지털무역,3.5,B+,1,0.7143,0.3333
10411,무역학과,202302,2020,20,전선,무역과법규,4.5,A+,1,1.0,1.0
10412,무역학과,202302,2020,20,전선,무역마케팅,3.0,B0,1,0.5714,0.5714
10413,무역학과,202302,2021,10,전선,무역계약론,3.0,B0,1,0.5714,0.5
10414,무역학과,202302,2021,10,전필,국제무역론,2.5,C+,1,0.4286,0.3333
10415,무역학과,202302,2021,10,전필,국제물류론,4.5,A+,1,1.0,1.0
10416,무역학과,202302,2021,20,전선,FTA와경제통합,2.5,C+,1,0.4286,0.2
10417,무역학과,202302,2021,20,전선,관세론,3.5,B+,1,0.7143,0.5
10418,무역학과,202302,2021,20,전선,국제운송론,4.5,A+,1,1.0,1.0
10419,무역학과,202302,2021,20,전선,무역정책,3.0,B0,1,0.5714,0.25
10420,무역학과,202302,2022,10,전선,국제통상론,3.5,B+,1,0.7143,0.75
10421,무역학과,202302,2022,10,전선,무역보험론,3.5,B+,1,0.7143,1.0
10422,무역학과,202302,2017,10,전선,무역·경제의이해,2.5,C+,1,0.4286,0.2
10423,무역학과,202302,2017,10,전선,문화로풀어보는무역,2.5,C+,1,0.4286,0.2
10424,무역학과,202302,2017,20,전선,무역창업과진로,2.5,C+,1,0.4286,0.3333
10425,무역학과,202302,2017,20,전선,무역학원론,3.5,B+,1,0.7143,0.6667
10426,무역학과,202302,2018,10,전선,글로벌기업론,2.5,C+,1,0.4286,0.3333
10427,무역학과,202302,2018,10,전선,한국무역론,2.5,C+,1,0.4286,0.4286
10428,무역학과,202302,2018,10,전필,국제상무론,2.5,C+,1,0.4286,0.3333
10429,무역학과,202302,2018,10,전필,무역상품론,2.5,C+,1,0.4286,0.3333
10430,무역학과,202302,2020,20,전선,디지털무역,4.5,A+,1,1.0,1.0
10431,무역학과,202302,2020,20,전선,무역과법규,4.5,A+,1,1.0,1.0
10432,무역학과,202302,2020,20,전선,무역마케팅,3.5,B+,1,0.7143,0.7143
10433,무역학과,202302,2020,20,전필,무역영어,3.0,B0,1,0.5714,0.5714
10434,무역학과,202302,2021,10,전선,무역계약론,3.5,B+,1,0.7143,0.6667
10435,무역학과,202302,2021,10,전필,국제물류론,4.5,A+,1,1.0,1.0
10436,무역학과,202302,2021,20,전선,FTA와경제통합,2.5,C+,1,0.4286,0.2
10437,무역학과,202302,2021,20,전선,국제금융론,3.5,B+,1,0.7143,0.6
10438,무역학과,202302,2021,20,전선,국제운송론,4.0,A0,1,0.8571,0.8
10439,무역학과,202302,2021,20,전선,무역정책,2.5,C+,1,0.4286,0.0
10440,무역학과,202302,2022,10,전선,국제통상론,3.0,B0,1,0.5714,0.5
10441,무역학과,202302,2022,10,전선,무역보험론,3.5,B+,1,0.7143,1.0
10442,무역학과,202302,2022,10,전선,시사경제ㆍ무역,3.5,B+,1,0.7143,0.3333
10443,무역학과,202302,2017,10,전선,무역·경제의이해,3.0,B0,1,0.5714,0.4
10444,무역학과,202302,2017,10,전선,문화로풀어보는무역,3.5,B+,1,0.7143,0.6
10445,무역학과,202302,2017,20,전선,무역창업과진로,2.0,C0,1,0.2857,0.1667
10446,무역학과,202302,2017,20,전선,무역학원론,3.0,B0,1,0.5714,0.5
10447,무역학과,202302,2017,20,전선,해외시장과상관습,2.5,C+,1,0.4286,0.3333
10448,무역학과,202302,2020,10,전선,글로벌기업론,3.5,B+,1,0.7143,0.6667
10449,무역학과,202302,2020,10,전선,한국무역론,3.5,B+,1,0.7143,0.7143
10450,무역학과,202302,2020,10,전필,국제상무론,3.5,B+,1,0.7143,0.6667
10451,무역학과,202302,2020,10,전필,무역상품론,3.5,B+,1,0.7143,0.6667
10452,무역학과,202302,2020,20,전선,디지털무역,3.0,B0,1,0.5714,0.0
10453,무역학과,202302,2020,20,전선,무역과법규,4.0,A0,1,0.8571,0.75
10454,무역학과,202302,2020,20,전선,무역마케팅,3.0,B0,1,0.5714,0.5714
10455,무역학과,202302,2020,20,전필,무역영어,2.0,C0,1,0.2857,0.2857
10456,무역학과,202302,2021,10,전선,무역계약론,3.0,B0,1,0.5714,0.5
10457,무역학과,202302,2021,10,전선,무역영어회화,2.5,C+,1,0.4286,0.2
10458,무역학과,202302,2021,10,전필,국제무역론,2.5,C+,1,0.4286,0.3333
10459,무역학과,202302,2021,10,전필,국제물류론,4.0,A0,1,0.8571,0.8333
10460,무역학과,202302,2021,20,전선,FTA와경제통합,2.5,C+,1,0.4286,0.2
10461,무역학과,202302,2021,20,전선,관세론,2.5,C+,1,0.4286,0.0
10462,무역학과,202302,2021,20,전선,국제금융론,4.5,A+,1,1.0,1.0
10463,무역학과,202302,2021,20,전선,국제운송론,2.5,C+,1,0.4286,0.2
10464,무역학과,202302,2017,10,전선,무역·경제의이해,4.0,A0,1,0.8571,0.8
10465,무역학과,202302,2017,10,전선,문화로풀어보는무역,2.0,C0,1,0.2857,0.0
10466,무역학과,202302,2017,20,전선,무역학원론,3.5,B+,1,0.7143,0.6667
10467,무역학과,202302,2017,20,전선,해외시장과상관습,2.5,C+,1,0.4286,0.3333
10468,무역학과,202302,2018,10,전필,국제상무론,2.5,C+,1,0.4286,0.3333
10469,무역학과,202302,2018,20,전선,무역과법규,2.5,C+,1,0.4286,0.0
10470,무역학과,202302,2018,20,전선,무역마케팅,1.0,D0,1,0.0,0.0
10471,무역학과,202302,2018,20,전선,전자무역,1.0,D0,1,0.0,0.0
10472,무역학과,202302,2018,20,전필,무역영어,1.0,D0,1,0.0,0.0
10473,무역학과,202302,2019,10,전선,무역결제와외환,1.5,D+,1,0.1429,0.0
10474,무역학과,202302,2019,10,전선,무역계약론,1.5,D+,1,0.1429,0.0
10475,무역학과,202302,2019,10,전필,국제무역론,1.5,D+,1,0.1429,0.0
10476,무역학과,202302,2020,20,전선,FTA와경제통합,3.5,B+,1,0.7143,0.6
10477,무역학과,202302,2020,20,전선,관세론,4.0,A0,1,0.8571,0.75
10478,무역학과,202302,2020,20,전선,국제금융론,4.0,A0,1,0.8571,0.8
10479,무역학과,202302,2020,20,전선,국제운송론,2.5,C+,1,0.4286,0.2
10480,무역학과,202302,2021,10,전선,국제통상론,2.0,C0,1,0.2857,0.0
10481,무역학과,202302,2021,10,전선,무역보험론,2.5,C+,1,0.4286,0.0
10482,무역학과,202302,2021,10,전선,시사경제ㆍ무역,3.5,B+,1,0.7143,0.3333
10483,무역학과,202302,2021,20,전선,경제ㆍ무역원어사례연구,3.5,B+,1,0.7143,0.0
10484,무역학과,202302,2021,20,전선,국제협상론,3.5,B+,1,0.7143,0.5
10485,무역학과,202208,2017,10,전선,무역·경제의이해,2.5,C+,1,0.4286,0.2
10486,무역학과,202208,2017,10,전선,문화로풀어보는무역,2.0,C0,1,0.2857,0.0
10487,무역학과,202208,2017,20,전선,무역창업과진로,2.0,C0,1,0.2857,0.1667
10488,무역학과,202208,2017,20,전선,해외시장과상관습,2.5,C+,1,0.4286,0.3333
10489,무역학과,202208,2018,10,전필,국제상무론,2.5,C+,1,0.4286,0.3333
10490,무역학과,202208,2020,10,전선,무역결제와외환,4.5,A+,1,1.0,1.0
10491,무역학과,202208,2020,10,전선,무역영어회화,3.0,B0,1,0.5714,0.4
10492,무역학과,202208,2020,10,전선,한국무역론,3.5,B+,1,0.7143,0.7143
10493,무역학과,202208,2020,10,전필,국제무역론,4.0,A0,1,0.8571,0.8333
10494,무역학과,202208,2020,10,전필,국제물류론,3.5,B+,1,0.7143,0.6667
10495,무역학과,202208,2020,10,전필,무역상품론,3.5,B+,1,0.7143,0.6667
10496,무역학과,202208,2020,20,전선,관세론,4.5,A+,1,1.0,1.0
10497,무역학과,202208,2020,20,전선,국제금융론,3.0,B0,1,0.5714,0.4
10498,무역학과,202208,2020,20,전선,국제운송론,4.0,A0,1,0.8571,0.8
10499,무역학과,202208,2020,20,전선,무역학원론,2.5,C+,1,0.4286,0.3333
10500,무역학과,202208,2021,10,전선,글로벌기업론,3.0,B0,1,0.5714,0.5
10501,무역학과,202208,2021,10,전선,미시경제학,3.5,B+,1,0.7143,0.6
10502,무역학과,202208,2021,10,전선,시사경제ㆍ무역,4.0,A0,1,0.8571,0.6667
10503,무역학과,202208,2021,20,전선,FTA와경제통합,2.5,C+,1,0.4286,0.2
10504,무역학과,202208,2021,20,전선,디지털무역,3.0,B0,1,0.5714,0.0
10505,무역학과,202208,2021,20,전필,무역영어,2.5,C+,1,0.4286,0.4286
10506,무역학과,202208,2017,10,전선,무역·경제의이해,3.5,B+,1,0.7143,0.6
10507,무역학과,202208,2017,10,전선,문화로풀어보는무역,3.0,B0,1,0.5714,0.4
10508,무역학과,202208,2017,20,전선,무역창업과진로,2.5,C+,1,0.4286,0.3333
10509,무역학과,202208,2017,20,전선,무역학원론,3.5,B+,1,0.7143,0.6667
10510,무역학과,202208,2017,20,전선,해외시장과상관습,3.5,B+,1,0.7143,0.6667
10511,무역학과,202208,2018,10,전선,글로벌기업론,2.0,C0,1,0.2857,0.1667
10512,무역학과,202208,2018,10,전필,국제상무론,2.5,C+,1,0.4286,0.3333
10513,무역학과,202208,2018,10,전필,무역상품론,2.0,C0,1,0.2857,0.1667
10514,무역학과,202208,2018,20,전선,무역과법규,2.5,C+,1,0.4286,0.0
10515,무역학과,202208,2018,20,전선,전자무역,2.5,C+,1,0.4286,0.4286
10516,무역학과,202208,2018,20,전필,무역영어,3.5,B+,1,0.7143,0.7143
10517,무역학과,202208,2019,10,전선,무역결제와외환,2.5,C+,1,0.4286,0.3333
10518,무역학과,202208,2019,10,전선,무역계약론,2.5,C+,1,0.4286,0.3333
10519,무역학과,202208,2019,10,전필,국제무역론,3.5,B+,1,0.7143,0.6667
10520,무역학과,202208,2019,10,전필,국제물류론,2.5,C+,1,0.4286,0.3333
10521,무역학과,202208,2019,20,전선,FTA와경제통합,2.5,C+,1,0.4286,0.2
10522,무역학과,202208,2019,20,전선,국제금융론,3.0,B0,1,0.5714,0.4
10523,무역학과,202208,2019,20,전선,국제운송론,2.5,C+,1,0.4286,0.2
10524,무역학과,202208,2019,20,전선,무역마케팅,2.5,C+,1,0.4286,0.4286
10525,무역학과,202208,2020,10,전선,국제통상론,3.5,B+,1,0.7143,0.75
10526,무역학과,202208,2020,10,전선,시사경제ㆍ무역,4.5,A+,1,1.0,1.0
10527,무역학과,202208,2017,10,전선,무역·경제의이해,3.5,B+,1,0.7143,0.6
10528,무역학과,202208,2017,10,전선,문화로풀어보는무역,4.5,A+,1,1.0,1.0
10529,무역학과,202208,2017,20,전선,무역창업과진로,4.0,A0,1,0.8571,0.8333
10530,무역학과,202208,2017,20,전선,무역학원론,4.5,A+,1,1.0,1.0
10531,무역학과,202208,2017,20,전선,해외시장과상관습,3.0,B0,1,0.5714,0.5
10532,무역학과,202208,2018,10,전선,글로벌기업론,4.0,A0,1,0.8571,0.8333
10533,무역학과,202208,2018,10,전선,한국무역론,4.0,A0,1,0.8571,0.8571
10534,무역학과,202208,2018,10,전필,국제상무론,4.0,A0,1,0.8571,0.8333
10535,무역학과,202208,2018,10,전필,무역상품론,3.0,B0,1,0.5714,0.5
10536,무역학과,202208,2019,20,전선,무역과법규,4.5,A+,1,1.0,1.0
10537,무역학과,202208,2019,20,전선,무역마케팅,4.0,A0,1,0.8571,0.8571
10538,무역학과,202208,2019,20,전선,전자무역,4.5,A+,1,1.0,1.0
10539,무역학과,202208,2020,10,전선,무역결제와외환,4.5,A+,1,1.0,1.0
10540,무역학과,202208,2020,10,전선,무역계약론,4.5,A+,1,1.0,1.0
10541,무역학과,202208,2020,10,전선,무역영어회화,4.5,A+,1,1.0,1.0
10542,무역학과,202208,2020,10,전필,국제무역론,4.5,A+,1,1.0,1.0
10543,무역학과,202208,2020,10,전필,국제물류론,4.5,A+,1,1.0,1.0
10544,무역학과,202208,2020,20,전선,FTA와경제통합,4.5,A+,1,1.0,1.0
10545,무역학과,202208,2020,20,전선,관세론,4.5,A+,1,1.0,1.0
10546,무역학과,202208,2020,20,전선,국제금융론,4.0,A0,1,0.8571,0.8
10547,무역학과,202208,2020,20,전선,국제운송론,4.5,A+,1,1.0,1.0
10548,무역학과,202208,2020,20,전선,무역정책,4.5,A+,1,1.0,1.0
10549,무역학과,202208,2021,10,전선,무역보험론,3.5,B+,1,0.7143,1.0
10550,무역학과,202208,2021,10,전선,미시경제학,4.0,A0,1,0.8571,0.8
10551,무역학과,202208,2021,10,전선,시사경제ㆍ무역,4.5,A+,1,1.0,1.0
10552,무역학과,202208,2021,20,전선,경제ㆍ무역원어사례연구,4.5,A+,1,1.0,1.0
10553,무역학과,202302,2017,10,전선,무역·경제의이해,2.5,C+,1,0.4286,0.2
10554,무역학과,202302,2017,10,전선,문화로풀어보는무역,4.5,A+,1,1.0,1.0
10555,무역학과,202302,2017,20,전선,무역창업과진로,4.5,A+,1,1.0,1.0
10556,무역학과,202302,2017,20,전선,무역학원론,3.5,B+,1,0.7143,0.6667
10557,무역학과,202302,2017,20,전선,해외시장과상관습,3.0,B0,1,0.5714,0.5
10558,무역학과,202302,2020,10,전선,글로벌기업론,4.5,A+,1,1.0,1.0
10559,무역학과,202302,2020,10,전선,미시경제학,4.0,A0,1,0.8571,0.8
10560,무역학과,202302,2020,10,전선,한국무역론,4.5,A+,1,1.0,1.0
10561,무역학과,202302,2020,10,전필,국제상무론,4.5,A+,1,1.0,1.0
10562,무역학과,202302,2020,10,전필,무역상품론,4.5,A+,1,1.0,1.0
10563,무역학과,202302,2020,20,전선,거시경제학,4.5,A+,1,1.0,1.0
10564,무역학과,202302,2020,20,전선,디지털무역,4.5,A+,1,1.0,1.0
10565,무역학과,202302,2020,20,전선,무역과법규,4.5,A+,1,1.0,1.0
10566,무역학과,202302,2020,20,전선,무역마케팅,4.5,A+,1,1.0,1.0
10567,무역학과,202302,2020,20,전필,무역영어,3.5,B+,1,0.7143,0.7143
10568,무역학과,202302,2020,40,전선,FTA활용심화실습,4.5,A+,1,1.0,1.0
10569,무역학과,202302,2021,10,전선,FTA활용연계실습,4.5,A+,1,1.0,1.0
10570,무역학과,202302,2021,10,전선,GTEP지역특화과정,4.5,A+,1,1.0,1.0
10571,무역학과,202302,2021,10,전선,무역결제와외환,4.5,A+,1,1.0,1.0
10572,무역학과,202302,2021,10,전선,무역영어회화,4.5,A+,1,1.0,1.0
10573,무역학과,202302,2021,10,전필,국제무역론,4.0,A0,1,0.8571,0.8333
10574,무역학과,202302,2021,10,전필,국제물류론,3.5,B+,1,0.7143,0.6667
10575,무역학과,202302,2021,20,전선,FTA활용실습세미나,4.5,A+,1,1.0,1.0
10576,무역학과,202302,2021,20,전선,GTEP무역현장마케팅실습1,4.5,A+,1,1.0,1.0
10577,무역학과,202302,2021,20,전선,국제운송론,4.5,A+,1,1.0,1.0
10578,무역학과,202302,2021,40,전선,현장실습,4.5,A+,1,1.0,1.0
10579,무역학과,202302,2022,20,전선,경제ㆍ무역원어사례연구,3.5,B+,1,0.7143,0.0
10580,무역학과,202302,2017,10,전선,무역·경제의이해,3.0,B0,1,0.5714,0.4
10581,무역학과,202302,2017,10,전선,문화로풀어보는무역,3.0,B0,1,0.5714,0.4
10582,무역학과,202302,2017,20,전선,무역창업과진로,2.5,C+,1,0.4286,0.3333
10583,무역학과,202302,2017,20,전선,무역학원론,2.5,C+,1,0.4286,0.3333
10584,무역학과,202302,2017,20,전선,해외시장과상관습,2.5,C+,1,0.4286,0.3333
10585,무역학과,202302,2018,10,전선,미시경제학,3.0,B0,1,0.5714,0.4
10586,무역학과,202302,2018,10,전선,한국무역론,2.5,C+,1,0.4286,0.4286
