PID,DEPT,GRAYEAR,YEAR,TERM,DIV,SUBJ,SCORE_NUM,SCORE_STR,EMP,MM_all_subj,MM_per_subj
10587,무역학과,202302,2018,10,전필,국제상무론,2.5,C+,1,0.4286,0.3333
10588,무역학과,202302,2018,10,전필,무역상품론,1.5,D+,1,0.1429,0.0
10589,무역학과,202302,2018,20,전선,거시경제학,2.5,C+,1,0.4286,0.0
10590,무역학과,202302,2018,20,전선,무역과법규,2.5,C+,1,0.4286,0.0
10591,무역학과,202302,2018,20,전선,전자무역,2.5,C+,1,0.4286,0.4286
10592,무역학과,202302,2018,20,전필,무역영어,1.0,D0,1,0.0,0.0
10593,무역학과,202302,2021,10,전선,무역계약론,3.5,B+,1,0.7143,0.6667
10594,무역학과,202302,2021,10,전필,국제무역론,2.0,C0,1,0.2857,0.1667
10595,무역학과,202302,2021,20,전선,FTA와경제통합,2.5,C+,1,0.4286,0.2
10596,무역학과,202302,2021,20,전선,관세론,3.0,B0,1,0.5714,0.25
10597,무역학과,202302,2022,10,전선,무역결제와외환,2.0,C0,1,0.2857,0.1667
10598,무역학과,202302,2022,10,전필,국제물류론,3.5,B+,1,0.7143,0.6667
10599,무역학과,202302,2022,20,전선,국제운송론,3.5,B+,1,0.7143,0.6
10600,무역학과,202302,2022,20,전선,국제협상론,3.0,B0,1,0.5714,0.0
10601,무역학과,202302,2017,10,전선,무역·경제의이해,3.5,B+,1,0.7143,0.6
10602,무역학과,202302,2017,10,전선,문화로풀어보는무역,2.0,C0,1,0.2857,0.0
10603,무역학과,202302,2017,20,전선,무역창업과진로,2.5,C+,1,0.4286,0.3333
10604,무역학과,202302,2017,20,전선,무역학원론,2.5,C+,1,0.4286,0.3333
10605,무역학과,202302,2017,20,전선,해외시장과상관습,2.5,C+,1,0.4286,0.3333
10606,무역학과,202302,2020,10,전선,글로벌기업론,3.5,B+,1,0.7143,0.6667
10607,무역학과,202302,2020,10,전선,미시경제학,3.5,B+,1,0.7143,0.6
10608,무역학과,202302,2020,10,전선,한국무역론,3.5,B+,1,0.7143,0.7143
10609,무역학과,202302,2020,10,전필,국제상무론,4.5,A+,1,1.0,1.0
10610,무역학과,202302,2020,10,전필,무역상품론,4.0,A0,1,0.8571,0.8333
10611,무역학과,202302,2020,20,전선,거시경제학,3.5,B+,1,0.7143,0.5
10612,무역학과,202302,2020,20,전선,디지털무역,4.5,A+,1,1.0,1.0
10613,무역학과,202302,2020,20,전선,무역과법규,4.0,A0,1,0.8571,0.75
10614,무역학과,202302,2020,20,전선,무역마케팅,3.0,B0,1,0.5714,0.5714
10615,무역학과,202302,2020,20,전필,무역영어,3.0,B0,1,0.5714,0.5714
10616,무역학과,202302,2021,10,전선,무역결제와외환,3.0,B0,1,0.5714,0.5
10617,무역학과,202302,2021,10,전선,무역계약론,4.5,A+,1,1.0,1.0
10618,무역학과,202302,2021,10,전선,무역영어회화,2.0,C0,1,0.2857,0.0
10619,무역학과,202302,2021,10,전필,국제무역론,2.5,C+,1,0.4286,0.3333
10620,무역학과,202302,2021,10,전필,국제물류론,3.0,B0,1,0.5714,0.5
10621,무역학과,202302,2021,20,전선,FTA와경제통합,3.5,B+,1,0.7143,0.6
10622,무역학과,202302,2021,20,전선,관세론,2.5,C+,1,0.4286,0.0
10623,무역학과,202302,2021,20,전선,국제운송론,2.5,C+,1,0.4286,0.2
10624,무역학과,202302,2022,20,전선,경제ㆍ무역원어사례연구,3.5,B+,1,0.7143,0.0
10625,무역학과,202302,2022,20,전선,국제협상론,3.0,B0,1,0.5714,0.0
10626,관광경영학과,202302,2017,10,전선,국제관광외국어회화1,2.0,C0,0,0.2857,0.0
10627,관광경영학과,202302,2017,10,전필,관광경영론,4.0,A0,0,0.8571,0.8333
10628,관광경영학과,202302,2017,10,전필,자원과관광,3.5,B+,0,0.7143,0.6
10629,관광경영학과,202302,2017,20,전선,국제관광외국어회화2,2.0,C0,0,0.2857,0.0
10630,관광경영학과,202302,2017,20,전필,관광법규,4.0,A0,0,0.8571,0.8
10631,관광경영학과,202302,2020,10,전선,관광지개발과관리,3.5,B+,0,0.7143,0.5
10632,관광경영학과,202302,2020,10,전선,서비스매니지먼트,3.5,B+,0,0.7143,0.6
10633,관광경영학과,202302,2020,10,전선,역사문화관광콘텐츠,4.0,A0,0,0.8571,0.75
10634,관광경영학과,202302,2020,20,전선,여행사경영론,4.0,A0,0,0.8571,0.8
10635,관광경영학과,202302,2020,20,전선,항공사경영론,4.0,A0,0,0.8571,0.8
10636,관광경영학과,202302,2021,10,전선,관광콘텐츠기획,4.0,A0,0,0.8571,0.75
10637,관광경영학과,202302,2021,10,전선,항공예약시스템실무,4.5,A+,0,1.0,1.0
10638,관광경영학과,202302,2021,10,전선,항공운송서비스실무,4.5,A+,0,1.0,1.0
10639,관광경영학과,202302,2021,20,전선,관광상품기획실무,3.5,B+,0,0.7143,0.5
10640,관광경영학과,202302,2021,20,전선,항공실무영어,4.5,A+,0,1.0,1.0
10641,관광경영학과,202302,2021,20,전선,호텔외식벤처창업경영,4.5,A+,0,1.0,1.0
10642,관광경영학과,202302,2021,40,전선,현장실습,4.5,A+,0,1.0,1.0
10643,관광경영학과,202302,2022,10,전선,관광취업멘토링,4.5,A+,0,1.0,1.0
10644,관광경영학과,202302,2022,10,전선,항공관광취업면접전략,4.5,A+,0,1.0,1.0
10645,관광경영학과,202302,2022,20,전선,실무역량강화실습,4.5,A+,0,1.0,1.0
10646,관광경영학과,202302,2022,30,전선,실무역량강화실습,4.5,A+,0,1.0,1.0
10647,광고홍보문화콘텐츠전공,202302,2018,10,전선,PR기획서작성,2.5,C+,0,0.4286,1.0
10648,광고홍보문화콘텐츠전공,202302,2018,10,전선,광고디자인,3.0,B0,0,0.5714,1.0
10649,광고홍보문화콘텐츠전공,202302,2018,10,전선,기업PR,2.5,C+,0,0.4286,1.0
10650,광고홍보문화콘텐츠전공,202302,2018,10,전필,광고제작론,2.0,C0,0,0.2857,1.0
10651,광고홍보문화콘텐츠전공,202302,2018,10,전필,마케팅론,2.5,C+,0,0.4286,1.0
10652,광고홍보문화콘텐츠전공,202302,2020,20,전선,PR콘텐츠기획,3.5,B+,0,0.7143,0.6
10653,광고홍보문화콘텐츠전공,202302,2020,20,전선,글로벌광고사례연구,3.0,B0,0,0.5714,0.25
10654,광고홍보문화콘텐츠전공,202302,2020,20,전선,문화콘텐츠산업론,3.5,B+,0,0.7143,0.7143
10655,광고홍보문화콘텐츠전공,202302,2020,20,전선,소비자심리의이해,2.0,C0,0,0.2857,0.2857
10656,광고홍보문화콘텐츠전공,202302,2020,20,전선,스토리텔링의이해와실제,4.0,A0,0,0.8571,0.8571
10657,광고홍보문화콘텐츠전공,202302,2021,10,전선,광고전략과기획의이해,4.5,A+,0,1.0,1.0
10658,광고홍보문화콘텐츠전공,202302,2021,10,전선,세계문화탐방,3.5,B+,0,0.7143,0.6
10659,광고홍보문화콘텐츠전공,202302,2021,10,전선,위기관리의이해,2.5,C+,0,0.4286,0.2
10660,광고홍보문화콘텐츠전공,202302,2021,10,전선,한국문화콘텐츠개발,4.0,A0,0,0.8571,0.75
10661,광고홍보문화콘텐츠전공,202302,2021,20,전선,광고기획서작성실무,3.0,B0,0,0.5714,0.4
10662,광고홍보문화콘텐츠전공,202302,2021,20,전선,문화트렌드론,3.5,B+,0,0.7143,0.6667
10663,광고홍보문화콘텐츠전공,202302,2021,20,전선,지역문화콘텐츠,3.0,B0,0,0.5714,0.4
10664,광고홍보문화콘텐츠전공,202302,2021,20,전선,콘텐츠기획실습,3.0,B0,0,0.5714,0.0
10665,광고홍보문화콘텐츠전공,202302,2022,10,전선,문화콘텐츠마케팅,3.5,B+,0,0.7143,0.6667
10666,광고홍보문화콘텐츠전공,202302,2022,20,전선,광고와PR의이해,3.0,B0,0,0.5714,0.5
10667,광고홍보문화콘텐츠전공,202302,2022,20,전선,광고홍보의취업실무,4.0,A0,0,0.8571,0.6667
10668,관광경영학과,202302,2017,10,전필,관광경영론,2.5,C+,1,0.4286,0.3333
10669,관광경영학과,202302,2017,10,전필,자원과관광,3.0,B0,1,0.5714,0.4
10670,관광경영학과,202302,2017,20,전선,관광이슈와트랜드,2.0,C0,1,0.2857,0.4
10671,관광경영학과,202302,2017,20,전필,관광법규,2.5,C+,1,0.4286,0.2
10672,관광경영학과,202302,2018,10,전선,여행사경영,2.5,C+,1,0.4286,0.3333
10673,관광경영학과,202302,2018,10,전선,외식산업경영,3.0,B0,1,0.5714,0.5
10674,관광경영학과,202302,2018,10,전필,관광개발론,2.5,C+,1,0.4286,0.2
10675,관광경영학과,202302,2018,10,전필,관광마케팅,2.5,C+,1,0.4286,0.3333
10676,관광경영학과,202302,2018,20,전선,관광기업마케팅전략,2.5,C+,1,0.4286,0.3333
10677,관광경영학과,202302,2018,20,전선,리조트계획,2.5,C+,1,0.4286,0.2
10678,관광경영학과,202302,2018,20,전선,항공사경영론,3.0,B0,1,0.5714,0.4
10679,관광경영학과,202302,2019,10,전선,관광조직행동,3.5,B+,1,0.7143,0.5
10680,관광경영학과,202302,2019,10,전선,항공서비스실무,3.5,B+,1,0.7143,0.75
10681,관광경영학과,202302,2019,20,전선,MICE산업경영,4.0,A0,1,0.8571,1.0
10682,관광경영학과,202302,2019,20,전선,농촌지역관광실무,2.5,C+,1,0.4286,0.0
10683,관광경영학과,202302,2019,20,전선,레저ㆍ스포츠관광경영,3.5,B+,1,0.7143,0.5
10684,관광경영학과,202302,2019,20,전선,캡스톤디자인2,4.5,A+,1,1.0,1.0
10685,관광경영학과,202302,2022,10,전선,관광취업멘토링,4.0,A0,1,0.8571,0.5
10686,관광경영학과,202302,2022,20,전선,관광기업분석,3.5,B+,1,0.7143,0.0
10687,관광경영학과,202302,2022,30,전선,실무역량강화실습,4.5,A+,1,1.0,1.0
10688,관광경영학과,202302,2017,10,전선,국제관광외국어회화1,3.0,B0,0,0.5714,0.4
10689,관광경영학과,202302,2017,10,전필,관광경영론,2.5,C+,0,0.4286,0.3333
10690,관광경영학과,202302,2017,10,전필,자원과관광,3.0,B0,0,0.5714,0.4
10691,관광경영학과,202302,2017,20,전선,관광이슈와트랜드,2.0,C0,0,0.2857,0.4
10692,관광경영학과,202302,2017,20,전필,관광법규,3.5,B+,0,0.7143,0.6
10693,관광경영학과,202302,2020,10,전선,관광마케팅,4.5,A+,0,1.0,1.0
10694,관광경영학과,202302,2020,10,전선,관광지개발과관리,4.5,A+,0,1.0,1.0
10695,관광경영학과,202302,2020,10,전선,서비스매니지먼트,4.0,A0,0,0.8571,0.8
10696,관광경영학과,202302,2020,10,전선,역사문화관광콘텐츠,4.5,A+,0,1.0,1.0
10697,관광경영학과,202302,2020,20,전선,국제호텔경영,4.0,A0,0,0.8571,0.75
10698,관광경영학과,202302,2020,20,전선,리조트개발과경영,4.5,A+,0,1.0,1.0
10699,관광경영학과,202302,2020,20,전선,여행사경영론,4.0,A0,0,0.8571,0.8
10700,관광경영학과,202302,2020,20,전선,항공사경영론,3.5,B+,0,0.7143,0.6
10701,관광경영학과,202302,2021,10,전선,관광조직행동,4.5,A+,0,1.0,1.0
10702,관광경영학과,202302,2021,10,전선,관광콘텐츠기획,4.0,A0,0,0.8571,0.75
10703,관광경영학과,202302,2021,10,전선,레저스포츠관광경영,4.5,A+,0,1.0,1.0
10704,관광경영학과,202302,2021,10,전선,전시컨벤션경영실무,4.5,A+,0,1.0,1.0
10705,관광경영학과,202302,2021,10,전선,항공예약시스템실무,4.0,A0,0,0.8571,0.8
10706,관광경영학과,202302,2021,10,전선,항공운송서비스실무,4.5,A+,0,1.0,1.0
10707,관광경영학과,202302,2021,20,전선,관광상품기획실무,3.5,B+,0,0.7143,0.5
10708,관광경영학과,202302,2021,20,전선,항공실무영어,4.5,A+,0,1.0,1.0
10709,관광경영학과,202302,2021,20,전선,호텔외식벤처창업경영,3.5,B+,0,0.7143,0.5
10710,관광경영학과,202302,2021,30,전선,안덕벌예술의거리활성화방안(PBLIII),4.0,A0,0,0.8571,0.0
10711,관광경영학과,202302,2021,30,전선,현장실습,4.5,A+,0,1.0,1.0
10712,관광경영학과,202208,2017,10,전필,관광경영론,2.5,C+,0,0.4286,0.3333
10713,관광경영학과,202208,2017,10,전필,자원과관광,2.5,C+,0,0.4286,0.2
10714,관광경영학과,202208,2017,20,전필,관광법규,2.5,C+,0,0.4286,0.2
10715,관광경영학과,202208,2018,10,전선,외식산업경영,2.0,C0,0,0.2857,0.0
10716,관광경영학과,202208,2018,10,전필,관광개발론,2.5,C+,0,0.4286,0.2
10717,관광경영학과,202208,2018,10,전필,관광마케팅,1.5,D+,0,0.1429,0.0
10718,관광경영학과,202208,2018,20,전선,국제호텔경영,2.5,C+,0,0.4286,0.0
10719,관광경영학과,202208,2018,20,전선,리조트계획,2.5,C+,0,0.4286,0.2
10720,관광경영학과,202208,2018,20,전선,항공사경영론,3.0,B0,0,0.5714,0.4
10721,관광경영학과,202208,2019,10,전선,관광조직행동,2.5,C+,0,0.4286,0.0
10722,관광경영학과,202208,2019,10,전선,항공서비스실무,2.5,C+,0,0.4286,0.25
10723,관광경영학과,202208,2019,20,전선,MICE산업경영,3.5,B+,0,0.7143,0.6667
10724,관광경영학과,202208,2019,20,전선,여행사경영론,2.0,C0,0,0.2857,0.0
10725,관광경영학과,202208,2021,10,전선,관광인문학,4.5,A+,0,1.0,1.0
10726,관광경영학과,202208,2021,10,전선,관광취업멘토링,4.0,A0,0,0.8571,0.5
10727,관광경영학과,202208,2021,10,전선,레저스포츠관광경영,4.0,A0,0,0.8571,0.6667
10728,관광경영학과,202208,2021,10,전선,전시컨벤션경영실무,4.0,A0,0,0.8571,0.8
10729,관광경영학과,202208,2021,20,전선,관광인적자원역량강화,3.5,B+,0,0.7143,0.5
10730,관광경영학과,202208,2021,20,전선,현대관광사례연구,3.5,B+,0,0.7143,0.0
10731,관광경영학과,202208,2022,10,전선,관광조사방법,2.0,C0,0,0.2857,0.0
10732,관광경영학과,202208,2022,10,전선,항공운송서비스실무,2.5,C+,0,0.4286,0.0
10733,관광경영학과,202302,2017,10,전선,국제관광외국어회화1,2.0,C0,1,0.2857,0.0
10734,관광경영학과,202302,2017,10,전필,관광경영론,2.0,C0,1,0.2857,0.1667
10735,관광경영학과,202302,2017,10,전필,자원과관광,2.5,C+,1,0.4286,0.2
10736,관광경영학과,202302,2017,20,전선,관광이슈와트랜드,3.0,B0,1,0.5714,0.8
10737,관광경영학과,202302,2017,20,전필,관광법규,2.5,C+,1,0.4286,0.2
10738,관광경영학과,202302,2020,10,전선,관광마케팅,2.5,C+,1,0.4286,0.3333
10739,관광경영학과,202302,2020,10,전선,관광자원이해,3.5,B+,1,0.7143,0.3333
10740,관광경영학과,202302,2020,10,전선,서비스매니지먼트,2.0,C0,1,0.2857,0.0
10741,관광경영학과,202302,2020,10,전선,역사문화관광콘텐츠,3.0,B0,1,0.5714,0.25
10742,관광경영학과,202302,2020,20,전선,관광심리와행동,2.5,C+,1,0.4286,0.0
10743,관광경영학과,202302,2020,20,전선,국제호텔경영,3.5,B+,1,0.7143,0.5
10744,관광경영학과,202302,2020,20,전선,여행사경영론,2.5,C+,1,0.4286,0.2
10745,관광경영학과,202302,2020,20,전선,항공사경영론,3.0,B0,1,0.5714,0.4
10746,관광경영학과,202302,2020,20,전선,현대관광사례연구,3.5,B+,1,0.7143,0.0
10747,관광경영학과,202302,2021,10,전선,관광조직행동,4.0,A0,1,0.8571,0.75
10748,관광경영학과,202302,2021,10,전선,관광콘텐츠기획,4.5,A+,1,1.0,1.0
10749,관광경영학과,202302,2021,10,전선,레저스포츠관광경영,3.5,B+,1,0.7143,0.3333
10750,관광경영학과,202302,2021,10,전선,전시컨벤션경영실무,2.0,C0,1,0.2857,0.0
10751,관광경영학과,202302,2021,10,전선,항공예약시스템실무,3.5,B+,1,0.7143,0.6
10752,관광경영학과,202302,2021,10,전선,항공운송서비스실무,3.0,B0,1,0.5714,0.25
10753,관광경영학과,202302,2021,20,전선,관광상품기획실무,3.5,B+,1,0.7143,0.5
10754,관광경영학과,202302,2021,20,전선,관광인적자원역량강화,2.5,C+,1,0.4286,0.0
10755,관광경영학과,202302,2021,20,전선,호텔외식벤처창업경영,2.5,C+,1,0.4286,0.0
10756,관광경영학과,202302,2021,30,전선,안덕벌예술의거리활성화방안(PBLIII),4.0,A0,1,0.8571,0.0
10757,관광경영학과,202302,2022,30,전선,실무역량강화실습,4.5,A+,1,1.0,1.0
10758,관광경영학과,202302,2017,10,전필,관광경영론,2.0,C0,0,0.2857,0.1667
10759,관광경영학과,202302,2017,10,전필,자원과관광,2.0,C0,0,0.2857,0.0
10760,관광경영학과,202302,2017,20,전선,관광이슈와트랜드,1.5,D+,0,0.1429,0.2
10761,관광경영학과,202302,2017,20,전필,관광법규,2.0,C0,0,0.2857,0.0
10762,관광경영학과,202302,2020,10,전선,관광마케팅,2.5,C+,0,0.4286,0.3333
10763,관광경영학과,202302,2020,10,전선,관광지개발과관리,2.5,C+,0,0.4286,0.0
10764,관광경영학과,202302,2020,10,전선,서비스매니지먼트,2.0,C0,0,0.2857,0.0
10765,관광경영학과,202302,2020,10,전선,역사문화관광콘텐츠,3.5,B+,0,0.7143,0.5
10766,관광경영학과,202302,2020,20,전선,관광심리와행동,2.5,C+,0,0.4286,0.0
10767,관광경영학과,202302,2020,20,전선,국제호텔경영,3.5,B+,0,0.7143,0.5
10768,관광경영학과,202302,2020,20,전선,여행사경영론,2.5,C+,0,0.4286,0.2
10769,관광경영학과,202302,2021,10,전선,관광조직행동,3.5,B+,0,0.7143,0.5
10770,관광경영학과,202302,2021,10,전선,관광콘텐츠기획,2.5,C+,0,0.4286,0.0
10771,관광경영학과,202302,2021,10,전선,레저스포츠관광경영,3.0,B0,0,0.5714,0.0
10772,관광경영학과,202302,2021,10,전선,전시컨벤션경영실무,2.0,C0,0,0.2857,0.0
10773,관광경영학과,202302,2021,10,전선,항공예약시스템실무,2.0,C0,0,0.2857,0.0
10774,관광경영학과,202302,2021,10,전선,항공운송서비스실무,3.0,B0,0,0.5714,0.25
10775,관광경영학과,202302,2021,20,전선,관광상품기획실무,3.5,B+,0,0.7143,0.5
10776,관광경영학과,202302,2021,20,전선,항공실무영어,2.0,C0,0,0.2857,0.0
10777,관광경영학과,202302,2021,20,전선,호텔외식벤처창업경영,2.5,C+,0,0.4286,0.0
10778,관광경영학과,202302,2022,10,전선,관광취업멘토링,3.5,B+,0,0.7143,0.0
10779,관광경영학과,202302,2022,10,전선,항공관광취업면접전략,3.5,B+,0,0.7143,0.3333
10780,관광경영학과,202302,2017,10,전선,국제관광외국어회화1,3.5,B+,0,0.7143,0.6
10781,관광경영학과,202302,2017,10,전필,관광경영론,3.5,B+,0,0.7143,0.6667
10782,관광경영학과,202302,2017,10,전필,자원과관광,4.0,A0,0,0.8571,0.8
10783,관광경영학과,202302,2017,20,전선,관광이슈와트랜드,3.5,B+,0,0.7143,1.0
10784,관광경영학과,202302,2017,20,전선,국제관광외국어회화2,4.5,A+,0,1.0,1.0
10785,관광경영학과,202302,2017,20,전필,관광법규,4.5,A+,0,1.0,1.0
10786,관광경영학과,202302,2018,10,전선,여행사경영,3.5,B+,0,0.7143,1.0
10787,관광경영학과,202302,2018,10,전선,외식산업경영,4.0,A0,0,0.8571,1.0
10788,관광경영학과,202302,2018,10,전필,관광개발론,4.5,A+,0,1.0,1.0
10789,관광경영학과,202302,2018,10,전필,관광마케팅,4.0,A0,0,0.8571,0.8333
10790,관광경영학과,202302,2020,20,전선,국제호텔경영,4.0,A0,0,0.8571,0.75
10791,관광경영학과,202302,2020,20,전선,여행사경영론,4.5,A+,0,1.0,1.0
10792,관광경영학과,202302,2020,20,전선,항공사경영론,3.5,B+,0,0.7143,0.6
10793,관광경영학과,202302,2020,20,전선,현대관광사례연구,4.0,A0,0,0.8571,0.5
10794,관광경영학과,202302,2021,10,전선,관광조직행동,4.5,A+,0,1.0,1.0
10795,관광경영학과,202302,2021,10,전선,레저스포츠관광경영,4.0,A0,0,0.8571,0.6667
10796,관광경영학과,202302,2021,10,전선,항공예약시스템실무,3.5,B+,0,0.7143,0.6
10797,관광경영학과,202302,2021,10,전선,항공운송서비스실무,4.5,A+,0,1.0,1.0
10798,관광경영학과,202302,2021,20,전선,관광인적자원역량강화,4.5,A+,0,1.0,1.0
10799,관광경영학과,202302,2021,20,전선,항공실무영어,4.5,A+,0,1.0,1.0
10800,관광경영학과,202302,2021,20,전선,호텔외식벤처창업경영,3.5,B+,0,0.7143,0.5
10801,관광경영학과,202208,2017,10,전필,관광경영론,2.5,C+,0,0.4286,0.3333
10802,관광경영학과,202208,2017,10,전필,자원과관광,3.0,B0,0,0.5714,0.4
10803,관광경영학과,202208,2017,20,전선,관광이슈와트랜드,2.5,C+,0,0.4286,0.6
10804,관광경영학과,202208,2017,20,전선,국제관광외국어회화2,2.0,C0,0,0.2857,0.0
10805,관광경영학과,202208,2017,20,전필,관광법규,2.5,C+,0,0.4286,0.2
10806,관광경영학과,202208,2018,10,전선,외식산업경영,2.0,C0,0,0.2857,0.0
10807,관광경영학과,202208,2018,10,전필,관광개발론,2.5,C+,0,0.4286,0.2
10808,관광경영학과,202208,2018,10,전필,관광마케팅,2.0,C0,0,0.2857,0.1667
10809,관광경영학과,202208,2019,20,전선,관광심리와행동,2.5,C+,0,0.4286,0.0
10810,관광경영학과,202208,2019,20,전선,여행사경영론,2.0,C0,0,0.2857,0.0
10811,관광경영학과,202208,2019,20,전선,항공사경영론,2.0,C0,0,0.2857,0.0
